Age,Gender,Item Purchased,Category,Location,Discount Applied,Previous Purchases
21,Male,T-shirt,Clothing,South Carolina,Yes,47
34,Male,Sneakers,Footwear,Maryland,Yes,40
32,Male,Shorts,Clothing,California,Yes,6
48,Male,Coat,Outerwear,Montana,Yes,25
50,Male,Sandals,Footwear,Vermont,Yes,42
26,Male,Pants,Clothing,Texas,Yes,35
57,Male,Sandals,Footwear,North Carolina,Yes,17
65,Male,Gloves,Accessories,Florida,Yes,4
56,Male,T-shirt,Clothing,West Virginia,Yes,24
44,Male,Jacket,Outerwear,Illinois,Yes,16
50,Male,Blouse,Clothing,Virginia,Yes,14
27,Male,Socks,Clothing,Virginia,Yes,43
49,Male,Coat,Outerwear,Wyoming,Yes,49
49,Male,Dress,Clothing,South Carolina,Yes,33
52,Male,Jacket,Outerwear,Connecticut,Yes,45
27,Male,Boots,Footwear,Illinois,Yes,35
53,Male,Skirt,Clothing,Alabama,Yes,11
34,Male,Sandals,Footwear,Washington,Yes,30
33,Male,Coat,Outerwear,Alabama,Yes,48
62,Male,Hoodie,Clothing,New Mexico,Yes,45
38,Male,Jacket,Outerwear,Nevada,Yes,26
36,Male,Backpack,Accessories,Nebraska,Yes,41
31,Male,Backpack,Accessories,Arizona,Yes,37
62,Male,Belt,Accessories,Georgia,Yes,12
29,Male,Coat,Outerwear,Idaho,Yes,27
24,Male,T-shirt,Clothing,Missouri,Yes,18
63,Male,Sunglasses,Accessories,Florida,Yes,15
56,Male,Sneakers,Footwear,Minnesota,Yes,34
63,Male,Gloves,Accessories,Maine,Yes,37
40,Male,Coat,Outerwear,Montana,Yes,21
18,Male,Shirt,Clothing,Alaska,Yes,31
50,Male,Sneakers,Footwear,Iowa,Yes,43
66,Male,Scarf,Accessories,Arizona,Yes,22
25,Male,Jewelry,Accessories,Louisiana,Yes,12
65,Male,Jacket,Outerwear,Alabama,Yes,25
53,Male,Jeans,Clothing,Missouri,Yes,40
61,Male,Shoes,Footwear,Idaho,Yes,16
67,Male,Hoodie,Clothing,Florida,Yes,30
59,Male,Backpack,Accessories,Idaho,Yes,10
55,Male,Sneakers,Footwear,Alabama,Yes,1
21,Male,Blouse,Clothing,New Hampshire,Yes,24
44,Male,Pants,Clothing,Utah,Yes,36
65,Male,Skirt,Clothing,Alabama,Yes,46
65,Male,T-shirt,Clothing,Iowa,Yes,20
54,Male,Jacket,Outerwear,Kentucky,Yes,37
56,Male,Scarf,Accessories,South Carolina,Yes,26
58,Male,Pants,Clothing,California,Yes,23
54,Male,Sneakers,Footwear,Maine,Yes,20
58,Male,Jeans,Clothing,Nebraska,Yes,38
48,Male,Hat,Accessories,Washington,Yes,5
19,Male,Skirt,Clothing,Alabama,Yes,41
69,Male,Sandals,Footwear,Maine,Yes,22
58,Male,Sandals,Footwear,California,Yes,48
49,Male,Sweater,Clothing,Iowa,Yes,10
32,Male,Sweater,Clothing,Iowa,Yes,12
40,Male,Jacket,Outerwear,Colorado,Yes,2
25,Male,Shorts,Clothing,California,Yes,38
70,Male,Socks,Clothing,Indiana,Yes,20
69,Male,Socks,Clothing,South Carolina,Yes,5
45,Male,Hoodie,Clothing,Wisconsin,Yes,9
29,Male,Socks,Clothing,Washington,Yes,48
47,Male,Boots,Footwear,South Dakota,Yes,9
28,Male,Shirt,Clothing,Minnesota,Yes,40
64,Male,Belt,Accessories,Alaska,Yes,30
47,Male,Backpack,Accessories,Kentucky,Yes,6
60,Male,Boots,Footwear,North Dakota,Yes,42
67,Male,Coat,Outerwear,Alaska,Yes,9
35,Male,Hoodie,Clothing,Oklahoma,Yes,6
30,Male,Shoes,Footwear,Delaware,Yes,47
23,Male,Shoes,Footwear,Montana,Yes,36
70,Male,Jewelry,Accessories,Alaska,Yes,19
21,Male,Dress,Clothing,California,Yes,30
51,Male,Boots,Footwear,Massachusetts,Yes,27
22,Male,Hat,Accessories,South Carolina,Yes,25
32,Male,Backpack,Accessories,West Virginia,Yes,5
37,Male,Shoes,Footwear,Oregon,Yes,10
31,Male,Handbag,Accessories,Massachusetts,Yes,26
44,Male,Sunglasses,Accessories,West Virginia,Yes,11
40,Male,Hat,Accessories,California,Yes,17
27,Male,Scarf,Accessories,Colorado,Yes,44
47,Male,Hoodie,Clothing,Indiana,Yes,44
41,Male,Backpack,Accessories,Delaware,Yes,21
51,Male,Sweater,Clothing,Ohio,Yes,49
53,Male,Shorts,Clothing,Oklahoma,Yes,27
43,Male,Scarf,Accessories,California,Yes,19
67,Male,Hat,Accessories,New Hampshire,Yes,33
61,Male,Coat,Outerwear,Pennsylvania,Yes,46
68,Male,Jewelry,Accessories,Idaho,Yes,21
67,Male,Sandals,Footwear,Maryland,Yes,23
29,Male,Gloves,Accessories,Pennsylvania,Yes,38
50,Male,Backpack,Accessories,Colorado,Yes,2
61,Male,Jacket,Outerwear,Indiana,Yes,21
19,Male,Backpack,Accessories,Nebraska,Yes,1
33,Male,Backpack,Accessories,Rhode Island,Yes,10
51,Male,Sunglasses,Accessories,Kansas,Yes,45
69,Male,Socks,Clothing,Georgia,Yes,44
19,Male,Shoes,Footwear,Nevada,Yes,48
55,Male,Pants,Clothing,South Carolina,Yes,21
49,Male,Jewelry,Accessories,Delaware,Yes,1
31,Male,Sunglasses,Accessories,New Hampshire,Yes,10
42,Male,Sandals,Footwear,Oregon,Yes,24
69,Male,Sweater,Clothing,Massachusetts,Yes,29
26,Male,Shoes,Footwear,Vermont,Yes,11
41,Male,Jewelry,Accessories,Mississippi,Yes,33
55,Male,Boots,Footwear,Washington,Yes,27
35,Male,Backpack,Accessories,Wyoming,Yes,19
66,Male,Sandals,Footwear,Minnesota,Yes,50
36,Male,Sneakers,Footwear,Ohio,Yes,46
27,Male,Hoodie,Clothing,South Carolina,Yes,28
41,Male,Handbag,Accessories,Wisconsin,Yes,14
21,Male,Sweater,Clothing,Tennessee,Yes,46
53,Male,Sandals,Footwear,Maryland,Yes,41
54,Male,Dress,Clothing,Mississippi,Yes,50
53,Male,Skirt,Clothing,Minnesota,Yes,28
47,Male,Blouse,Clothing,Alaska,Yes,23
64,Male,Skirt,Clothing,Arkansas,Yes,14
18,Male,Sweater,Clothing,Oregon,Yes,10
68,Male,Backpack,Accessories,Louisiana,Yes,37
62,Male,Hoodie,Clothing,Oklahoma,Yes,15
51,Male,Boots,Footwear,Indiana,Yes,19
54,Male,Blouse,Clothing,Mississippi,Yes,23
22,Male,Hoodie,Clothing,Michigan,Yes,35
53,Male,Pants,Clothing,Delaware,Yes,33
34,Male,Gloves,Accessories,Florida,Yes,12
32,Male,Hat,Accessories,Arkansas,Yes,41
64,Male,Sunglasses,Accessories,Minnesota,Yes,27
20,Male,Scarf,Accessories,North Dakota,Yes,45
24,Male,Handbag,Accessories,California,Yes,23
20,Male,Handbag,Accessories,Mississippi,Yes,19
42,Male,Jeans,Clothing,Pennsylvania,Yes,6
48,Male,Jacket,Outerwear,Arizona,Yes,6
62,Male,Backpack,Accessories,Louisiana,Yes,20
62,Male,Shorts,Clothing,Virginia,Yes,8
50,Male,Coat,Outerwear,Montana,Yes,39
57,Male,Shirt,Clothing,Iowa,Yes,39
24,Male,Gloves,Accessories,Illinois,Yes,39
59,Male,Dress,Clothing,Alaska,Yes,23
63,Male,Pants,Clothing,Colorado,Yes,41
41,Male,Pants,Clothing,New Mexico,Yes,50
35,Male,Hoodie,Clothing,Colorado,Yes,30
34,Male,Sunglasses,Accessories,Arizona,Yes,32
49,Male,T-shirt,Clothing,Hawaii,Yes,35
43,Male,Jacket,Outerwear,Illinois,Yes,45
63,Male,Sweater,Clothing,Louisiana,Yes,37
38,Male,Jacket,Outerwear,Iowa,Yes,45
59,Male,Socks,Clothing,Washington,Yes,29
35,Male,Shirt,Clothing,Oklahoma,Yes,27
48,Male,Jewelry,Accessories,Washington,Yes,36
64,Male,Sunglasses,Accessories,Arkansas,Yes,9
28,Male,Pants,Clothing,Connecticut,Yes,38
60,Male,Socks,Clothing,Washington,Yes,41
27,Male,Blouse,Clothing,Maine,Yes,25
56,Male,Sandals,Footwear,Michigan,Yes,37
58,Male,Sneakers,Footwear,Tennessee,Yes,3
30,Male,Shirt,Clothing,Louisiana,Yes,24
23,Male,Jacket,Outerwear,Missouri,Yes,49
33,Male,Sandals,Footwear,Michigan,Yes,3
63,Male,Hat,Accessories,Alabama,Yes,42
70,Male,Blouse,Clothing,Massachusetts,Yes,32
70,Male,Sweater,Clothing,Indiana,Yes,33
19,Male,Gloves,Accessories,West Virginia,Yes,46
25,Male,Scarf,Accessories,Michigan,Yes,44
19,Male,Hoodie,Clothing,Pennsylvania,Yes,35
25,Male,Shorts,Clothing,Alaska,Yes,45
60,Male,Backpack,Accessories,Massachusetts,Yes,37
35,Male,Sunglasses,Accessories,North Dakota,Yes,40
46,Male,Shorts,Clothing,Vermont,Yes,30
41,Male,Dress,Clothing,Kentucky,Yes,38
30,Male,Shorts,Clothing,Nevada,Yes,15
44,Male,Belt,Accessories,Utah,Yes,49
61,Male,Scarf,Accessories,North Dakota,Yes,40
55,Male,Boots,Footwear,Iowa,Yes,40
50,Male,Handbag,Accessories,Connecticut,Yes,5
57,Male,Pants,Clothing,Wisconsin,Yes,5
51,Male,Boots,Footwear,Idaho,Yes,5
18,Male,Shirt,Clothing,Montana,Yes,1
63,Male,Dress,Clothing,Connecticut,Yes,21
34,Male,Hoodie,Clothing,Idaho,Yes,18
25,Male,Pants,Clothing,Arkansas,Yes,49
46,Male,Jeans,Clothing,Iowa,Yes,27
59,Male,Shirt,Clothing,Louisiana,Yes,21
37,Male,Backpack,Accessories,Kentucky,Yes,19
49,Male,Jacket,Outerwear,Massachusetts,Yes,23
22,Male,Scarf,Accessories,Virginia,Yes,26
64,Male,Boots,Footwear,New Hampshire,Yes,13
42,Male,Blouse,Clothing,New Hampshire,Yes,36
37,Male,Hoodie,Clothing,Oregon,Yes,39
26,Male,Jacket,Outerwear,South Dakota,Yes,40
33,Male,Jeans,Clothing,Delaware,Yes,37
30,Male,Jewelry,Accessories,Missouri,Yes,9
21,Male,Socks,Clothing,Alaska,Yes,7
22,Male,Shirt,Clothing,Florida,Yes,25
63,Male,Shorts,Clothing,Mississippi,Yes,42
33,Male,Jewelry,Accessories,New Mexico,Yes,19
43,Male,Blouse,Clothing,California,Yes,41
27,Male,Sweater,Clothing,Wyoming,Yes,50
35,Male,Jewelry,Accessories,Missouri,Yes,43
37,Male,T-shirt,Clothing,New Hampshire,Yes,36
61,Male,Hat,Accessories,Texas,Yes,33
32,Male,Shorts,Clothing,North Dakota,Yes,20
62,Male,Sweater,Clothing,Arkansas,Yes,37
29,Male,Jeans,Clothing,Nebraska,Yes,12
41,Male,Sunglasses,Accessories,Minnesota,Yes,46
48,Male,Boots,Footwear,Massachusetts,Yes,28
43,Male,Coat,Outerwear,Arkansas,Yes,30
34,Male,Shirt,Clothing,New Hampshire,Yes,28
45,Male,Dress,Clothing,Rhode Island,Yes,20
65,Male,Shirt,Clothing,New Jersey,Yes,39
61,Male,Sunglasses,Accessories,Montana,Yes,48
18,Male,Dress,Clothing,Colorado,Yes,32
47,Male,Sunglasses,Accessories,Nebraska,Yes,28
56,Male,Sunglasses,Accessories,Minnesota,Yes,27
64,Male,Shorts,Clothing,Minnesota,Yes,26
26,Male,Jeans,Clothing,South Dakota,Yes,22
22,Male,T-shirt,Clothing,West Virginia,Yes,23
64,Male,Pants,Clothing,Nevada,Yes,21
21,Male,Sunglasses,Accessories,North Carolina,Yes,36
67,Male,Boots,Footwear,Illinois,Yes,42
46,Male,T-shirt,Clothing,Michigan,Yes,4
40,Male,Sandals,Footwear,Michigan,Yes,47
51,Male,Shorts,Clothing,Oklahoma,Yes,13
35,Male,Hat,Accessories,South Dakota,Yes,8
56,Male,Scarf,Accessories,Oklahoma,Yes,11
25,Male,T-shirt,Clothing,Maryland,Yes,5
65,Male,Gloves,Accessories,Ohio,Yes,1
39,Male,Scarf,Accessories,Ohio,Yes,17
47,Male,Boots,Footwear,Massachusetts,Yes,27
36,Male,Gloves,Accessories,North Carolina,Yes,3
66,Male,Coat,Outerwear,Florida,Yes,22
62,Male,Belt,Accessories,Montana,Yes,24
41,Male,Hoodie,Clothing,Minnesota,Yes,18
66,Male,Shoes,Footwear,Massachusetts,Yes,39
51,Male,Dress,Clothing,Rhode Island,Yes,25
33,Male,Gloves,Accessories,Minnesota,Yes,6
57,Male,Jewelry,Accessories,Nevada,Yes,26
45,Male,Belt,Accessories,New Mexico,Yes,43
61,Male,Sweater,Clothing,North Carolina,Yes,6
55,Male,Skirt,Clothing,Virginia,Yes,6
54,Male,Sneakers,Footwear,Alaska,Yes,13
57,Male,Gloves,Accessories,Nevada,Yes,13
27,Male,Coat,Outerwear,Pennsylvania,Yes,11
64,Male,Backpack,Accessories,Illinois,Yes,45
52,Male,Socks,Clothing,Delaware,Yes,8
19,Male,Sneakers,Footwear,Vermont,Yes,8
22,Male,Sweater,Clothing,Hawaii,Yes,34
18,Male,Jeans,Clothing,Illinois,Yes,40
29,Male,Hat,Accessories,California,Yes,14
42,Male,Hat,Accessories,Nevada,Yes,11
49,Male,Handbag,Accessories,Kentucky,Yes,8
49,Male,Shirt,Clothing,Alabama,Yes,8
55,Male,Socks,Clothing,Wyoming,Yes,37
29,Male,Socks,Clothing,Massachusetts,Yes,23
60,Male,Dress,Clothing,Utah,Yes,38
34,Male,Shoes,Footwear,New York,Yes,38
30,Male,Scarf,Accessories,Vermont,Yes,12
28,Male,Hoodie,Clothing,Hawaii,Yes,15
63,Male,T-shirt,Clothing,Louisiana,Yes,38
31,Male,Jeans,Clothing,Alabama,Yes,41
46,Male,Shorts,Clothing,Louisiana,Yes,37
70,Male,Hat,Accessories,Indiana,Yes,16
53,Male,Handbag,Accessories,Michigan,Yes,25
50,Male,Pants,Clothing,Rhode Island,Yes,18
33,Male,Handbag,Accessories,Idaho,Yes,4
22,Male,Sweater,Clothing,Louisiana,Yes,12
50,Male,Scarf,Accessories,North Carolina,Yes,35
34,Male,Sneakers,Footwear,New Jersey,Yes,45
24,Male,Pants,Clothing,Alabama,Yes,16
69,Male,Backpack,Accessories,Kentucky,Yes,10
39,Male,Sandals,Footwear,New York,Yes,34
42,Male,Socks,Clothing,Arizona,Yes,43
42,Male,Coat,Outerwear,Maryland,Yes,38
29,Male,Socks,Clothing,Alaska,Yes,48
55,Male,Belt,Accessories,Nevada,Yes,31
32,Male,Socks,Clothing,Utah,Yes,20
25,Male,Belt,Accessories,New Mexico,Yes,12
38,Male,Pants,Clothing,Delaware,Yes,2
32,Male,Shorts,Clothing,Connecticut,Yes,30
43,Male,Boots,Footwear,Mississippi,Yes,28
41,Male,Dress,Clothing,Connecticut,Yes,40
56,Male,Jeans,Clothing,Florida,Yes,46
27,Male,T-shirt,Clothing,New York,Yes,15
46,Male,Shoes,Footwear,Wisconsin,Yes,38
48,Male,Boots,Footwear,South Carolina,Yes,30
52,Male,Scarf,Accessories,South Dakota,Yes,32
18,Male,Sneakers,Footwear,Illinois,Yes,36
64,Male,Boots,Footwear,Alaska,Yes,32
54,Male,Handbag,Accessories,Montana,Yes,14
31,Male,Shirt,Clothing,Minnesota,Yes,8
30,Male,Hat,Accessories,West Virginia,Yes,27
26,Male,Sweater,Clothing,Illinois,Yes,24
25,Male,Handbag,Accessories,Nevada,Yes,30
59,Male,Shirt,Clothing,Idaho,Yes,34
55,Male,Sunglasses,Accessories,Colorado,Yes,28
56,Male,Sneakers,Footwear,Louisiana,Yes,27
62,Male,Hoodie,Clothing,Vermont,Yes,31
35,Male,Shirt,Clothing,Mississippi,Yes,23
51,Male,Sunglasses,Accessories,Georgia,Yes,11
61,Male,Blouse,Clothing,Georgia,Yes,48
27,Male,Belt,Accessories,Nebraska,Yes,17
54,Male,Dress,Clothing,Massachusetts,Yes,36
31,Male,Shoes,Footwear,Colorado,Yes,33
24,Male,Socks,Clothing,Nevada,Yes,27
42,Male,Socks,Clothing,Idaho,Yes,14
41,Male,Shorts,Clothing,Wyoming,Yes,5
66,Male,Gloves,Accessories,Washington,Yes,47
58,Male,Jacket,Outerwear,California,Yes,28
43,Male,Handbag,Accessories,Oklahoma,Yes,11
52,Male,Backpack,Accessories,Nevada,Yes,18
35,Male,Boots,Footwear,Maryland,Yes,21
23,Male,Gloves,Accessories,West Virginia,Yes,22
25,Male,Hoodie,Clothing,Illinois,Yes,33
33,Male,Coat,Outerwear,Kentucky,Yes,49
48,Male,Shirt,Clothing,Illinois,Yes,10
42,Male,Shirt,Clothing,Alabama,Yes,18
55,Male,Sweater,Clothing,Texas,Yes,28
59,Male,Shirt,Clothing,Missouri,Yes,25
65,Male,Hoodie,Clothing,Pennsylvania,Yes,6
59,Male,Sandals,Footwear,Missouri,Yes,44
31,Male,Belt,Accessories,Michigan,Yes,30
49,Male,Boots,Footwear,Kentucky,Yes,42
53,Male,Hoodie,Clothing,New Jersey,Yes,30
48,Male,Sandals,Footwear,Delaware,Yes,33
23,Male,Jeans,Clothing,Missouri,Yes,24
68,Male,Shoes,Footwear,Connecticut,Yes,13
35,Male,Sandals,Footwear,Massachusetts,Yes,19
34,Male,Dress,Clothing,Florida,Yes,23
62,Male,Hat,Accessories,Delaware,Yes,35
21,Male,Pants,Clothing,California,Yes,22
70,Male,Socks,Clothing,Oregon,Yes,14
55,Male,Shirt,Clothing,Alaska,Yes,47
43,Male,Shorts,Clothing,Missouri,Yes,50
19,Male,Jacket,Outerwear,Oklahoma,Yes,33
47,Male,Hoodie,Clothing,Wisconsin,Yes,7
26,Male,Shoes,Footwear,South Carolina,Yes,3
46,Male,Skirt,Clothing,Virginia,Yes,35
19,Male,Coat,Outerwear,Arkansas,Yes,13
49,Male,Sneakers,Footwear,Vermont,Yes,42
51,Male,Jeans,Clothing,Kentucky,Yes,5
64,Male,Blouse,Clothing,Colorado,Yes,23
67,Male,Sunglasses,Accessories,New Mexico,Yes,11
37,Male,Jacket,Outerwear,Colorado,Yes,23
40,Male,Dress,Clothing,North Carolina,Yes,2
38,Male,Hat,Accessories,New Hampshire,Yes,33
66,Male,Hoodie,Clothing,West Virginia,Yes,6
47,Male,Handbag,Accessories,Hawaii,Yes,45
56,Male,Jeans,Clothing,North Dakota,Yes,25
51,Male,Boots,Footwear,Mississippi,Yes,24
25,Male,Jacket,Outerwear,Maine,Yes,10
37,Male,Sandals,Footwear,North Dakota,Yes,7
41,Male,Belt,Accessories,Nebraska,Yes,1
64,Male,Handbag,Accessories,Nebraska,Yes,45
23,Male,Sunglasses,Accessories,Tennessee,Yes,37
62,Male,Skirt,Clothing,Wyoming,Yes,14
39,Male,Backpack,Accessories,Nevada,Yes,25
52,Male,Sandals,Footwear,South Carolina,Yes,18
50,Male,Boots,Footwear,Virginia,Yes,37
28,Male,Sneakers,Footwear,Pennsylvania,Yes,30
67,Male,Skirt,Clothing,Hawaii,Yes,34
41,Male,Dress,Clothing,Ohio,Yes,49
19,Male,Shorts,Clothing,Utah,Yes,48
70,Male,Handbag,Accessories,Minnesota,Yes,33
49,Male,Scarf,Accessories,New Hampshire,Yes,44
59,Male,Belt,Accessories,Arizona,Yes,50
52,Male,Gloves,Accessories,New York,Yes,47
20,Male,Skirt,Clothing,Pennsylvania,Yes,24
31,Male,Shorts,Clothing,New Mexico,Yes,43
33,Male,Backpack,Accessories,Nebraska,Yes,14
44,Male,Hoodie,Clothing,Wyoming,Yes,3
40,Male,Hat,Accessories,Mississippi,Yes,33
69,Male,Jewelry,Accessories,Arkansas,Yes,38
29,Male,Shirt,Clothing,Illinois,Yes,46
54,Male,Belt,Accessories,Nevada,Yes,19
65,Male,Sweater,Clothing,Rhode Island,Yes,20
54,Male,Hat,Accessories,West Virginia,Yes,42
60,Male,Scarf,Accessories,Missouri,Yes,34
43,Male,Hat,Accessories,Kentucky,Yes,5
44,Male,Jacket,Outerwear,Washington,Yes,3
69,Male,T-shirt,Clothing,Alaska,Yes,46
46,Male,Dress,Clothing,Mississippi,Yes,16
41,Male,Pants,Clothing,South Carolina,Yes,21
32,Male,Sweater,Clothing,Missouri,Yes,34
26,Male,Sunglasses,Accessories,New Jersey,Yes,9
61,Male,Belt,Accessories,Louisiana,Yes,36
49,Male,Hoodie,Clothing,South Carolina,Yes,22
53,Male,Pants,Clothing,Vermont,Yes,2
24,Male,Hoodie,Clothing,Arkansas,Yes,32
37,Male,Sneakers,Footwear,Utah,Yes,29
43,Male,Dress,Clothing,Washington,Yes,27
31,Male,Dress,Clothing,Rhode Island,Yes,33
49,Male,Jeans,Clothing,Illinois,Yes,16
69,Male,Sweater,Clothing,Missouri,Yes,11
65,Male,Shorts,Clothing,North Carolina,Yes,11
41,Male,Shirt,Clothing,Massachusetts,Yes,17
37,Male,Belt,Accessories,Arkansas,Yes,37
70,Male,Coat,Outerwear,South Dakota,Yes,18
63,Male,Sneakers,Footwear,Georgia,Yes,13
55,Male,Shirt,Clothing,Arkansas,Yes,7
52,Male,Socks,Clothing,Kansas,Yes,37
22,Male,Jeans,Clothing,Arizona,Yes,8
54,Male,Jeans,Clothing,Massachusetts,Yes,11
28,Male,Sneakers,Footwear,New Mexico,Yes,8
67,Male,Dress,Clothing,Arkansas,Yes,31
59,Male,Boots,Footwear,Nebraska,Yes,26
26,Male,T-shirt,Clothing,Hawaii,Yes,20
24,Male,Coat,Outerwear,Nebraska,Yes,24
62,Male,Skirt,Clothing,Indiana,Yes,45
70,Male,Sneakers,Footwear,Colorado,Yes,33
45,Male,Jeans,Clothing,Oregon,Yes,21
58,Male,Hoodie,Clothing,Ohio,Yes,2
31,Male,Shoes,Footwear,Maine,Yes,28
32,Male,Shorts,Clothing,Iowa,Yes,18
36,Male,Blouse,Clothing,Wisconsin,Yes,21
25,Male,T-shirt,Clothing,New York,Yes,24
48,Male,Belt,Accessories,Colorado,Yes,15
39,Male,Handbag,Accessories,Illinois,Yes,38
26,Male,Dress,Clothing,Arizona,Yes,38
32,Male,Hat,Accessories,Oklahoma,Yes,13
54,Male,Belt,Accessories,Indiana,Yes,39
38,Male,Boots,Footwear,Minnesota,Yes,8
46,Male,Coat,Outerwear,Pennsylvania,Yes,4
57,Male,Blouse,Clothing,Indiana,Yes,6
49,Male,Hat,Accessories,Alabama,Yes,11
33,Male,Jeans,Clothing,Montana,Yes,49
54,Male,Backpack,Accessories,New Mexico,Yes,30
47,Male,Dress,Clothing,Alaska,Yes,34
36,Male,Hat,Accessories,Idaho,Yes,28
68,Male,Sunglasses,Accessories,Utah,Yes,36
60,Male,Hat,Accessories,Louisiana,Yes,18
55,Male,Dress,Clothing,Mississippi,Yes,4
29,Male,Shirt,Clothing,Mississippi,Yes,42
38,Male,Scarf,Accessories,Indiana,Yes,11
70,Male,Sneakers,Footwear,Washington,Yes,31
36,Male,Skirt,Clothing,Nevada,Yes,12
18,Male,Jewelry,Accessories,Louisiana,Yes,20
62,Male,Boots,Footwear,Pennsylvania,Yes,37
29,Male,Sunglasses,Accessories,Michigan,Yes,26
21,Male,Boots,Footwear,South Carolina,Yes,14
42,Male,Sandals,Footwear,Arizona,Yes,12
43,Male,Boots,Footwear,Delaware,Yes,10
58,Male,Dress,Clothing,Kentucky,Yes,19
27,Male,Hoodie,Clothing,Georgia,Yes,4
57,Male,Shorts,Clothing,North Carolina,Yes,48
40,Male,Coat,Outerwear,California,Yes,37
45,Male,Jeans,Clothing,California,Yes,4
47,Male,Sunglasses,Accessories,Indiana,Yes,15
61,Male,Sneakers,Footwear,Colorado,Yes,33
60,Male,Jacket,Outerwear,Colorado,Yes,30
69,Male,Skirt,Clothing,North Carolina,Yes,23
58,Male,Sweater,Clothing,Washington,Yes,2
34,Male,T-shirt,Clothing,Florida,Yes,50
20,Male,Belt,Accessories,Washington,Yes,34
56,Male,Gloves,Accessories,Colorado,Yes,33
64,Male,Hat,Accessories,New Hampshire,Yes,34
56,Male,Boots,Footwear,Maryland,Yes,39
27,Male,Belt,Accessories,Maryland,Yes,47
35,Male,Coat,Outerwear,Texas,Yes,37
24,Male,Hat,Accessories,New Mexico,Yes,40
26,Male,Shoes,Footwear,Utah,Yes,8
32,Male,Handbag,Accessories,West Virginia,Yes,12
54,Male,Scarf,Accessories,Connecticut,Yes,36
62,Male,Handbag,Accessories,West Virginia,Yes,48
50,Male,Pants,Clothing,Ohio,Yes,47
70,Male,Shoes,Footwear,Texas,Yes,2
48,Male,Sunglasses,Accessories,Washington,Yes,24
20,Male,Shorts,Clothing,Wisconsin,Yes,40
46,Male,Jacket,Outerwear,Louisiana,Yes,50
51,Male,Sandals,Footwear,Iowa,Yes,25
53,Male,Shoes,Footwear,New York,Yes,20
44,Male,Jewelry,Accessories,Idaho,Yes,10
29,Male,Sandals,Footwear,Delaware,Yes,32
64,Male,Pants,Clothing,Kentucky,Yes,31
51,Male,Shoes,Footwear,Connecticut,Yes,48
50,Male,Socks,Clothing,New Mexico,Yes,23
43,Male,Socks,Clothing,Georgia,Yes,1
61,Male,Dress,Clothing,Washington,Yes,4
55,Male,Shoes,Footwear,North Dakota,Yes,3
56,Male,Hat,Accessories,Ohio,Yes,3
33,Male,Backpack,Accessories,Tennessee,Yes,44
43,Male,Backpack,Accessories,New York,Yes,5
21,Male,Pants,Clothing,Michigan,Yes,50
58,Male,Gloves,Accessories,Georgia,Yes,2
41,Male,Scarf,Accessories,New Mexico,Yes,29
39,Male,Hoodie,Clothing,Louisiana,Yes,11
54,Male,Jeans,Clothing,South Dakota,Yes,37
43,Male,Backpack,Accessories,Montana,Yes,32
28,Male,Sandals,Footwear,New Mexico,Yes,27
59,Male,Belt,Accessories,South Carolina,Yes,31
28,Male,Shoes,Footwear,Ohio,Yes,36
68,Male,Gloves,Accessories,North Carolina,Yes,34
20,Male,Belt,Accessories,Idaho,Yes,15
21,Male,Jacket,Outerwear,Oklahoma,Yes,14
50,Male,Dress,Clothing,Georgia,Yes,46
32,Male,Shirt,Clothing,Kentucky,Yes,33
24,Male,Scarf,Accessories,Delaware,Yes,41
55,Male,Coat,Outerwear,Massachusetts,Yes,39
61,Male,Handbag,Accessories,Nebraska,Yes,7
61,Male,Sunglasses,Accessories,Maine,Yes,29
28,Male,T-shirt,Clothing,Pennsylvania,Yes,18
60,Male,Shirt,Clothing,Nebraska,Yes,15
49,Male,Handbag,Accessories,Virginia,Yes,39
33,Male,Jewelry,Accessories,Ohio,Yes,11
45,Male,Hoodie,Clothing,Nebraska,Yes,4
29,Male,Gloves,Accessories,Ohio,Yes,33
58,Male,Coat,Outerwear,Kentucky,Yes,37
22,Male,Sandals,Footwear,Tennessee,Yes,32
55,Male,Boots,Footwear,Maine,Yes,44
19,Male,Pants,Clothing,Montana,Yes,41
68,Male,Socks,Clothing,Maryland,Yes,44
61,Male,Blouse,Clothing,Georgia,Yes,32
68,Male,Handbag,Accessories,Hawaii,Yes,13
52,Male,Jewelry,Accessories,Rhode Island,Yes,48
41,Male,Pants,Clothing,Nebraska,Yes,3
29,Male,Belt,Accessories,Michigan,Yes,39
68,Male,Jeans,Clothing,North Carolina,Yes,7
36,Male,Shirt,Clothing,Minnesota,Yes,11
55,Male,Belt,Accessories,Maryland,Yes,47
28,Male,Jeans,Clothing,Hawaii,Yes,28
39,Male,Jeans,Clothing,Oregon,Yes,17
54,Male,Sweater,Clothing,New Mexico,Yes,11
40,Male,Sneakers,Footwear,Illinois,Yes,12
31,Male,Socks,Clothing,Utah,Yes,7
30,Male,Socks,Clothing,Maine,Yes,19
45,Male,Sunglasses,Accessories,Virginia,Yes,24
48,Male,Sneakers,Footwear,Florida,Yes,19
45,Male,Socks,Clothing,Ohio,Yes,39
60,Male,Shoes,Footwear,Virginia,Yes,1
59,Male,Blouse,Clothing,Kansas,Yes,10
18,Male,Shorts,Clothing,Arkansas,Yes,48
70,Male,Jacket,Outerwear,Massachusetts,Yes,24
